Species	Symbol	Gene_ID
Arabidopsis_thaliana	IDD3	AT1G03840
Arabidopsis_thaliana	IDD3	AT1G03840
Arabidopsis_thaliana	AtC3H3	AT1G04990
Arabidopsis_thaliana	AtC3H3	AT1G04990
Arabidopsis_thaliana	WIP3	AT1G08290
Arabidopsis_thaliana	AtC3H5	AT1G10320
Arabidopsis_thaliana	ZFP5	AT1G10480
Arabidopsis_thaliana	DOT5	AT1G13290
Arabidopsis_thaliana	BLJ	AT1G14580
Arabidopsis_thaliana	BLJ	AT1G14580
Arabidopsis_thaliana	ZFP7	AT1G24625
Arabidopsis_thaliana	AtIDD16	AT1G25250
Arabidopsis_thaliana	STZ	AT1G27730
Arabidopsis_thaliana	AtC3H9	AT1G29570
Arabidopsis_thaliana	AtC3H10	AT1G29600
Arabidopsis_thaliana	SUF4	AT1G30970
Arabidopsis_thaliana	AtC3H12	AT1G32360
Arabidopsis_thaliana	LOL1	AT1G32540
Arabidopsis_thaliana	LOL1	AT1G32540
Arabidopsis_thaliana	LOL1	AT1G32540
Arabidopsis_thaliana	AtSTOP1	AT1G34370
Arabidopsis_thaliana	AtSTOP1	AT1G34370
Arabidopsis_thaliana	AtSTOP1	AT1G34370
Arabidopsis_thaliana	TT1	AT1G34790
Arabidopsis_thaliana	AtC3H13	AT1G48195
Arabidopsis_thaliana	AtWIP5	AT1G51220
Arabidopsis_thaliana	AtIDD7	AT1G55110
Arabidopsis_thaliana	ZFP4	AT1G66140
Arabidopsis_thaliana	AtC3H14	AT1G66810
Arabidopsis_thaliana	AtIDD14	AT1G68130
Arabidopsis_thaliana	AtIDD14	AT1G68130
Arabidopsis_thaliana	AtC3H15	AT1G68200
Arabidopsis_thaliana	AtC3H15	AT1G68200
Arabidopsis_thaliana	TFIIIA	AT1G72050
Arabidopsis_thaliana	TFIIIA	AT1G72050
Arabidopsis_thaliana	AtC3H16	AT1G75340
Arabidopsis_thaliana	AtC3H16	AT1G75340
Arabidopsis_thaliana	BRON	AT1G75710
Arabidopsis_thaliana	ATZFP1	AT1G80730
Arabidopsis_thaliana	ATIDD15	AT2G01940
Arabidopsis_thaliana	ATIDD15	AT2G01940
Arabidopsis_thaliana	ATIDD15	AT2G01940
Arabidopsis_thaliana	AtIDD5	AT2G02070
Arabidopsis_thaliana	AtIDD4	AT2G02080
Arabidopsis_thaliana	AtIDD4	AT2G02080
Arabidopsis_thaliana	GAL1	AT2G15740
Arabidopsis_thaliana	NERD	AT2G16485
Arabidopsis_thaliana	DAZ1	AT2G17180
Arabidopsis_thaliana	GAZ	AT2G18490
Arabidopsis_thaliana	AtC3H20	AT2G19810
Arabidopsis_thaliana	AtC3H21	AT2G20280
Arabidopsis_thaliana	AtC3H22	AT2G24830
Arabidopsis_thaliana	AtC3H23	AT2G25900
Arabidopsis_thaliana	AtC3H23	AT2G25900
Arabidopsis_thaliana	AtC3H24	AT2G28450
Arabidopsis_thaliana	AtC3H24	AT2G28450
Arabidopsis_thaliana	AtC3H26	AT2G32930
Arabidopsis_thaliana	AtC3H26	AT2G32930
Arabidopsis_thaliana	AtC3H27	AT2G33835
Arabidopsis_thaliana	AtC3H28	AT2G35430
Arabidopsis_thaliana	ZAT11	AT2G37430
Arabidopsis_thaliana	ATZFP10	AT2G37740
Arabidopsis_thaliana	AtC3H29	AT2G40140
Arabidopsis_thaliana	AtC3H29	AT2G40140
Arabidopsis_thaliana	AtC3H30	AT2G41900
Arabidopsis_thaliana	ZFP8	AT2G41940
Arabidopsis_thaliana	ATZFP11	AT2G42410
Arabidopsis_thaliana	ZAT4	AT2G45120
Arabidopsis_thaliana	AtC3H32	AT2G47850
Arabidopsis_thaliana	AtC3H32	AT2G47850
Arabidopsis_thaliana	AtC3H32	AT2G47850
Arabidopsis_thaliana	AtC3H33	AT3G02830
Arabidopsis_thaliana	AtC3H34	AT3G06410
Arabidopsis_thaliana	AtC3H35	AT3G08505
Arabidopsis_thaliana	AtC3H35	AT3G08505
Arabidopsis_thaliana	AtC3H36	AT3G12130
Arabidopsis_thaliana	AtC3H37	AT3G12680
Arabidopsis_thaliana	AtIDD11	AT3G13810
Arabidopsis_thaliana	AtIDD11	AT3G13810
Arabidopsis_thaliana	AtIDD11	AT3G13810
Arabidopsis_thaliana	AtC3H39	AT3G19360
Arabidopsis_thaliana	AZF2	AT3G19580
Arabidopsis_thaliana	AZF2	AT3G19580
Arabidopsis_thaliana	WIP4	AT3G20880
Arabidopsis_thaliana	AtC3H40	AT3G21810
Arabidopsis_thaliana	FLO10	AT3G23130
Arabidopsis_thaliana	ATHD2A	AT3G44750
Arabidopsis_thaliana	ATHD2A	AT3G44750
Arabidopsis_thaliana	BIB	AT3G45260
Arabidopsis_thaliana	ZAT7	AT3G46090
Arabidopsis_thaliana	EIN6	AT3G48430
Arabidopsis_thaliana	AtC3H43	AT3G48440
Arabidopsis_thaliana	AtIDD2	AT3G50700
Arabidopsis_thaliana	AtC3H44	AT3G51120
Arabidopsis_thaliana	ZAT18	AT3G53600
Arabidopsis_thaliana	AtC3H47	AT3G55980
Arabidopsis_thaliana	SAP13	AT3G57480
Arabidopsis_thaliana	NTT	AT3G57670
Arabidopsis_thaliana	GIS	AT3G58070
Arabidopsis_thaliana	ZAT9	AT3G60580
Arabidopsis_thaliana	AtIDD12	AT4G02670
Arabidopsis_thaliana	AtYY1	AT4G06634
Arabidopsis_thaliana	AtYY1	AT4G06634
Arabidopsis_thaliana	AtYY1	AT4G06634
Arabidopsis_thaliana	EMB3022	AT4G17810
Arabidopsis_thaliana	CHS4	AT4G20380
Arabidopsis_thaliana	CHS4	AT4G20380
Arabidopsis_thaliana	CHS4	AT4G20380
Arabidopsis_thaliana	CHS4	AT4G20380
Arabidopsis_thaliana	CHS4	AT4G20380
Arabidopsis_thaliana	CHS4	AT4G20380
Arabidopsis_thaliana	CHS4	AT4G20380
Arabidopsis_thaliana	CHS4	AT4G20380
Arabidopsis_thaliana	LOL2	AT4G21610
Arabidopsis_thaliana	AtC3H48	AT4G25440
Arabidopsis_thaliana	AtC3H49	AT4G29190
Arabidopsis_thaliana	DAZ2	AT4G35280
Arabidopsis_thaliana	TREE1	AT4G35610
Arabidopsis_thaliana	DAZ3	AT4G35700
Arabidopsis_thaliana	JKD	AT5G03150
Arabidopsis_thaliana	HD2C	AT5G03740
Arabidopsis_thaliana	ELF6	AT5G04240
Arabidopsis_thaliana	AtZAT6	AT5G04340
Arabidopsis_thaliana	RAB	AT5G06070
Arabidopsis_thaliana	AtC3H51	AT5G06420
Arabidopsis_thaliana	AtC3H51	AT5G06420
Arabidopsis_thaliana	GIS2	AT5G06650
Arabidopsis_thaliana	AtC3H52	AT5G06770
Arabidopsis_thaliana	AtC3H54	AT5G07500
Arabidopsis_thaliana	AtC3H56	AT5G12850
Arabidopsis_thaliana	KNU	AT5G14010
Arabidopsis_thaliana	MAZ1	AT5G15480
Arabidopsis_thaliana	AtC3H57	AT5G16540
Arabidopsis_thaliana	AtC3H57	AT5G16540
Arabidopsis_thaliana	AtC3H57	AT5G16540
Arabidopsis_thaliana	AtC3H58	AT5G18550
Arabidopsis_thaliana	STOP2	AT5G22890
Arabidopsis_thaliana	GAL3	AT5G22990
Arabidopsis_thaliana	ZFP3	AT5G25160
Arabidopsis_thaliana	AtC3H59	AT5G40880
Arabidopsis_thaliana	GAL2	AT5G42640
Arabidopsis_thaliana	AZF3	AT5G43170
Arabidopsis_thaliana	AtIDD8	AT5G44160
Arabidopsis_thaliana	AtC3H61	AT5G44260
Arabidopsis_thaliana	AtC3H62	AT5G49200
Arabidopsis_thaliana	AtC3H63	AT5G51980
Arabidopsis_thaliana	AtC3H63	AT5G51980
Arabidopsis_thaliana	ATZFP2	AT5G57520
Arabidopsis_thaliana	AtC3H66	AT5G58620
Arabidopsis_thaliana	AtZAT12	AT5G59820
Arabidopsis_thaliana	EGRET	AT5G60470
Arabidopsis_thaliana	AtC3H67	AT5G63260
Arabidopsis_thaliana	AtC3H67	AT5G63260
Arabidopsis_thaliana	ENY	AT5G66730
Arabidopsis_thaliana	AZF1	AT5G67450
Arabidopsis_thaliana	ATMYB13	AT1G06180
Arabidopsis_thaliana	AtMYB60	AT1G08810
Arabidopsis_thaliana	ATMYB61	AT1G09540
Arabidopsis_thaliana	ATCDC5	AT1G09770
Arabidopsis_thaliana	AtMYB124	AT1G14350
Arabidopsis_thaliana	AtMYB124	AT1G14350
Arabidopsis_thaliana	ATMYB58	AT1G16490
Arabidopsis_thaliana	ATMYB52	AT1G17950
Arabidopsis_thaliana	AtMYB51	AT1G18570
Arabidopsis_thaliana	AtMYB47	AT1G18710
Arabidopsis_thaliana	ATMYB3	AT1G22640
Arabidopsis_thaliana	AtMYB116	AT1G25340
Arabidopsis_thaliana	AtMYB116	AT1G25340
Arabidopsis_thaliana	AtMYB117	AT1G26780
Arabidopsis_thaliana	AtMYB117	AT1G26780
Arabidopsis_thaliana	AtMYB93	AT1G34670
Arabidopsis_thaliana	MYB8	AT1G35515
Arabidopsis_thaliana	AtMYB112	AT1G48000
Arabidopsis_thaliana	MYBS1	AT1G49010
Arabidopsis_thaliana	ATMYB72	AT1G56160
Arabidopsis_thaliana	ATMYB75	AT1G56650
Arabidopsis_thaliana	AtMYB50	AT1G57560
Arabidopsis_thaliana	AtMYB103	AT1G63910
Arabidopsis_thaliana	AtMYB20	AT1G66230
Arabidopsis_thaliana	AtMYB113	AT1G66370
Arabidopsis_thaliana	AtMYB114	AT1G66380
Arabidopsis_thaliana	ATMYB90	AT1G66390
Arabidopsis_thaliana	AtMYB62	AT1G68320
Arabidopsis_thaliana	ATMYB105	AT1G69560
Arabidopsis_thaliana	ATMYB54	AT1G73410
Arabidopsis_thaliana	ATMYB122	AT1G74080
Arabidopsis_thaliana	ATMYB95	AT1G74430
Arabidopsis_thaliana	ATMYB31	AT1G74650
Arabidopsis_thaliana	ATMYB63	AT1G79180
Arabidopsis_thaliana	AtMYB88	AT2G02820
Arabidopsis_thaliana	AtMYB88	AT2G02820
Arabidopsis_thaliana	ATMYB7	AT2G16720
Arabidopsis_thaliana	AtMYB70	AT2G23290
Arabidopsis_thaliana	AtMYB100	AT2G25230
Arabidopsis_thaliana	AtMYB104	AT2G26950
Arabidopsis_thaliana	AtMYB81	AT2G26960
Arabidopsis_thaliana	ATMYB14	AT2G31180
Arabidopsis_thaliana	ABS7	AT2G32460
Arabidopsis_thaliana	ABS7	AT2G32460
Arabidopsis_thaliana	ATMYB38	AT2G36890
Arabidopsis_thaliana	AS1	AT2G37630
Arabidopsis_thaliana	AtMYB25	AT2G39880
Arabidopsis_thaliana	ATMYB2	AT2G47190
Arabidopsis_thaliana	ATMYB12	AT2G47460
Arabidopsis_thaliana	AtMYB106	AT3G01140
Arabidopsis_thaliana	ATMYB57	AT3G01530
Arabidopsis_thaliana	AtMYB107	AT3G02940
Arabidopsis_thaliana	AtMYB108	AT3G06490
Arabidopsis_thaliana	AtMYB83	AT3G08500
Arabidopsis_thaliana	AtMYB1	AT3G09230
Arabidopsis_thaliana	AtMYB3R3	AT3G09370
Arabidopsis_thaliana	AtMYB3R3	AT3G09370
Arabidopsis_thaliana	ATMYB65	AT3G11440
Arabidopsis_thaliana	AtGlsA1	AT3G11450
Arabidopsis_thaliana	ATMYB67	AT3G12720
Arabidopsis_thaliana	AtMYB10	AT3G12820
Arabidopsis_thaliana	ATMYB5	AT3G13540
Arabidopsis_thaliana	ATMYB26	AT3G13890
Arabidopsis_thaliana	ATMYB26	AT3G13890
Arabidopsis_thaliana	AtMYB4R1	AT3G18100
Arabidopsis_thaliana	AtMYB4R1	AT3G18100
Arabidopsis_thaliana	AtMYB4R1	AT3G18100
Arabidopsis_thaliana	ATMYB15	AT3G23250
Arabidopsis_thaliana	ATMYB71	AT3G24310
Arabidopsis_thaliana	ATMYB118	AT3G27785
Arabidopsis_thaliana	ATMYB21	AT3G27810
Arabidopsis_thaliana	ATGL1	AT3G27920
Arabidopsis_thaliana	ATMYB35	AT3G28470
Arabidopsis_thaliana	ATMYB30	AT3G28910
Arabidopsis_thaliana	AtMYB110	AT3G29020
Arabidopsis_thaliana	AtMYB110	AT3G29020
Arabidopsis_thaliana	ATMYB121	AT3G30210
Arabidopsis_thaliana	ATMYB48	AT3G46130
Arabidopsis_thaliana	ATMYB94	AT3G47600
Arabidopsis_thaliana	AtMYB45	AT3G48920
Arabidopsis_thaliana	ATMYB84	AT3G49690
Arabidopsis_thaliana	MYB77	AT3G50060
Arabidopsis_thaliana	PWR	AT3G52250
Arabidopsis_thaliana	AtMYB27	AT3G53200
Arabidopsis_thaliana	AtMYB109	AT3G55730
Arabidopsis_thaliana	DUO1	AT3G60460
Arabidopsis_thaliana	AtMYB17	AT3G61250
Arabidopsis_thaliana	ATMYB11	AT3G62610
Arabidopsis_thaliana	ATMYB3R2	AT4G00540
Arabidopsis_thaliana	ATMYB3R2	AT4G00540
Arabidopsis_thaliana	AtMYB55	AT4G01680
Arabidopsis_thaliana	AtMYB55	AT4G01680
Arabidopsis_thaliana	AtMYB55	AT4G01680
Arabidopsis_thaliana	AtMYB74	AT4G05100
Arabidopsis_thaliana	AtMYB6	AT4G09460
Arabidopsis_thaliana	AtMYB42	AT4G12350
Arabidopsis_thaliana	AtMYB79	AT4G13480
Arabidopsis_thaliana	MYB39	AT4G17785
Arabidopsis_thaliana	AtMYB98	AT4G18770
Arabidopsis_thaliana	ATM4	AT4G21440
Arabidopsis_thaliana	AtMYB85	AT4G22680
Arabidopsis_thaliana	AtMYB18	AT4G25560
Arabidopsis_thaliana	AtMYB97	AT4G26930
Arabidopsis_thaliana	AtMYB41	AT4G28110
Arabidopsis_thaliana	ATMYB3R-1	AT4G32730
Arabidopsis_thaliana	ATMYB3R-1	AT4G32730
Arabidopsis_thaliana	ATMYB69	AT4G33450
Arabidopsis_thaliana	AtMYB32	AT4G34990
Arabidopsis_thaliana	ATMYB73	AT4G37260
Arabidopsis_thaliana	ATMYB87	AT4G37780
Arabidopsis_thaliana	ATMYB4	AT4G38620
Arabidopsis_thaliana	ATMYB3R5	AT5G02320
Arabidopsis_thaliana	ATMYB3R5	AT5G02320
Arabidopsis_thaliana	DIV2	AT5G04760
Arabidopsis_thaliana	ATMYB33	AT5G06100
Arabidopsis_thaliana	ATMYB33	AT5G06100
Arabidopsis_thaliana	ATMYB33	AT5G06100
Arabidopsis_thaliana	AtGlsA1	AT5G06110
Arabidopsis_thaliana	AtGlsA1	AT5G06110
Arabidopsis_thaliana	ATMYB29	AT5G07690
Arabidopsis_thaliana	AtMYB76	AT5G07700
Arabidopsis_thaliana	MYBS2	AT5G08520
Arabidopsis_thaliana	ATMYB64	AT5G10280
Arabidopsis_thaliana	AtMYB64	AT5G11050
Arabidopsis_thaliana	AtMYB3R4	AT5G11510
Arabidopsis_thaliana	AtMYB3R4	AT5G11510
Arabidopsis_thaliana	ATMYB46	AT5G12870
Arabidopsis_thaliana	AtMYB40	AT5G14340
Arabidopsis_thaliana	ATMYB66	AT5G14750
Arabidopsis_thaliana	ATMIXTA	AT5G15310
Arabidopsis_thaliana	ATMIXTA	AT5G15310
Arabidopsis_thaliana	AtMYB43	AT5G16600
Arabidopsis_thaliana	AtMYB9	AT5G16770
Arabidopsis_thaliana	AtMYB9	AT5G16770
Arabidopsis_thaliana	AtMYB56	AT5G17800
Arabidopsis_thaliana	ATMYB37	AT5G23000
Arabidopsis_thaliana	ATMYB86	AT5G26660
Arabidopsis_thaliana	ATMYB123	AT5G35550
Arabidopsis_thaliana	AtMYB89	AT5G39700
Arabidopsis_thaliana	ATMYB23	AT5G40330
Arabidopsis_thaliana	AtMYB24	AT5G40350
Arabidopsis_thaliana	AtMYB115	AT5G40360
Arabidopsis_thaliana	AtMYB22	AT5G40430
Arabidopsis_thaliana	ATMYB111	AT5G49330
Arabidopsis_thaliana	AtMYB78	AT5G49620
Arabidopsis_thaliana	AtMYB78	AT5G49620
Arabidopsis_thaliana	AtMYB19	AT5G52260
Arabidopsis_thaliana	AtMYB82	AT5G52600
Arabidopsis_thaliana	AtMYB49	AT5G54230
Arabidopsis_thaliana	ATMYB120	AT5G55020
Arabidopsis_thaliana	AtMYB103	AT5G56110
Arabidopsis_thaliana	AtMYB36	AT5G57620
Arabidopsis_thaliana	ATMYB119	AT5G58850
Arabidopsis_thaliana	ATMYB59	AT5G59780
Arabidopsis_thaliana	AtATR1	AT5G60890
Arabidopsis_thaliana	AtMYB28	AT5G61420
Arabidopsis_thaliana	ATMYB99	AT5G62320
Arabidopsis_thaliana	ATMYB96	AT5G62470
Arabidopsis_thaliana	ATMYB96	AT5G62470
Arabidopsis_thaliana	AtMYB53	AT5G65230
Arabidopsis_thaliana	ATMYB68	AT5G65790
Arabidopsis_thaliana	ATMYB44	AT5G67300
Arabidopsis_thaliana	LHY	AT1G01060
Arabidopsis_thaliana	LHY	AT1G01060
Arabidopsis_thaliana	LHY	AT1G01060
Arabidopsis_thaliana	LHY	AT1G01060
Arabidopsis_thaliana	ETC1	AT1G01380
Arabidopsis_thaliana	ASG4	AT1G01520
Arabidopsis_thaliana	TRFL7	AT1G06910
Arabidopsis_thaliana	TRFL2	AT1G07540
Arabidopsis_thaliana	AtMYB60	AT1G08810
Arabidopsis_thaliana	DP1	AT1G09710
Arabidopsis_thaliana	DP1	AT1G09710
Arabidopsis_thaliana	TRFL5	AT1G15720
Arabidopsis_thaliana	TRFL3	AT1G17460
Arabidopsis_thaliana	TRFL3	AT1G17460
Arabidopsis_thaliana	EPR1	AT1G18330
Arabidopsis_thaliana	EPR1	AT1G18330
Arabidopsis_thaliana	ATRL5	AT1G19510
Arabidopsis_thaliana	ATTRB1	AT1G49950
Arabidopsis_thaliana	ATTRB1	AT1G49950
Arabidopsis_thaliana	ATTRB1	AT1G49950
Arabidopsis_thaliana	DRMY1	AT1G58220
Arabidopsis_thaliana	MYBD	AT1G70000
Arabidopsis_thaliana	MYBD	AT1G70000
Arabidopsis_thaliana	ATMYBL2	AT1G71030
Arabidopsis_thaliana	TRFL6	AT1G72650
Arabidopsis_thaliana	TRFL6	AT1G72650
Arabidopsis_thaliana	ATRL6	AT1G75250
Arabidopsis_thaliana	ATRL6	AT1G75250
Arabidopsis_thaliana	ATRL4	AT2G18328
Arabidopsis_thaliana	ETC2	AT2G30420
Arabidopsis_thaliana	TCL2	AT2G30424
Arabidopsis_thaliana	MAU2	AT2G30432
Arabidopsis_thaliana	TKI1	AT2G36960
Arabidopsis_thaliana	TKI1	AT2G36960
Arabidopsis_thaliana	TKI1	AT2G36960
Arabidopsis_thaliana	CPC	AT2G46410
Arabidopsis_thaliana	AtCCA1	AT2G46830
Arabidopsis_thaliana	ATSWC4	AT2G47210
Arabidopsis_thaliana	LCL5	AT3G09600
Arabidopsis_thaliana	LCL5	AT3G09600
Arabidopsis_thaliana	NID1	AT3G16350
Arabidopsis_thaliana	ALY3	AT3G21430
Arabidopsis_thaliana	ATMYB15	AT3G23250
Arabidopsis_thaliana	ATMYB48	AT3G46130
Arabidopsis_thaliana	ATMYB48	AT3G46130
Arabidopsis_thaliana	ATMYB48	AT3G46130
Arabidopsis_thaliana	ATTRB3	AT3G49850
Arabidopsis_thaliana	TRFL4	AT3G53790
Arabidopsis_thaliana	CPL3	AT4G01060
Arabidopsis_thaliana	CPL3	AT4G01060
Arabidopsis_thaliana	CPL3	AT4G01060
Arabidopsis_thaliana	RVE5	AT4G01280
Arabidopsis_thaliana	RVE5	AT4G01280
Arabidopsis_thaliana	ATRL3	AT4G36570
Arabidopsis_thaliana	ATRL1	AT4G39250
Arabidopsis_thaliana	LCL1	AT5G02840
Arabidopsis_thaliana	LCL1	AT5G02840
Arabidopsis_thaliana	LCL1	AT5G02840
Arabidopsis_thaliana	RVE1	AT5G17300
Arabidopsis_thaliana	CIR1	AT5G37260
Arabidopsis_thaliana	maMYB	AT5G45420
Arabidopsis_thaliana	KUA1	AT5G47390
Arabidopsis_thaliana	RVE6	AT5G52660
Arabidopsis_thaliana	RVE6	AT5G52660
Arabidopsis_thaliana	MAU5	AT5G53200
Arabidopsis_thaliana	DIV1	AT5G58900
Arabidopsis_thaliana	ATMYB59	AT5G59780
Arabidopsis_thaliana	ATMYB59	AT5G59780
Arabidopsis_thaliana	AtMYB28	AT5G61420
Arabidopsis_thaliana	ATTBP3	AT5G67580
Arabidopsis_thaliana	ATTBP3	AT5G67580
